n,p,k,temperature,humidity,ph,rainfall,label,label_enc
0.500004049,0.364285714,0.195,0.454746232,0.693863646,0.405068221,0.412325933,jute,18
0.520004211,0.292857143,0.185,0.394488186,0.748843258,0.558393781,0.380252599,jute,18
0.546671094,0.307142857,0.155,0.469091303,0.787444411,0.442795431,0.476174775,jute,18
0.666672066,0.378571429,0.18,0.396673251,0.858752079,0.490490154,0.393521174,jute,18
0.586671418,0.321428571,0.175,0.464630107,0.766244836,0.55161485,0.448344239,jute,18
0.446670284,0.257142857,0.175,0.470619442,0.857982998,0.595363827,0.373244769,jute,18
0.480003887,0.264285714,0.19,0.490493463,0.777357497,0.442903396,0.445894875,jute,18
0.593338139,0.25,0.19,0.481581755,0.684836054,0.562847176,0.467887347,jute,18
0.593338139,0.371428571,0.19,0.500099795,0.687483671,0.543367181,0.435586631,jute,18
0.40666996,0.257142857,0.195,0.42972919,0.791458649,0.471695648,0.391745873,jute,18
0.526670932,0.285714286,0.19,0.467031497,0.756958178,0.570156917,0.460798781,jute,18
0.560004535,0.25,0.19,0.44747376,0.86398626,0.579054425,0.415806326,jute,18
0.653338625,0.271428571,0.15,0.458429373,0.725292467,0.593312458,0.464507641,jute,18
0.500004049,0.221428571,0.195,0.399625191,0.700046896,0.483425417,0.37609608,jute,18
0.593338139,0.378571429,0.15,0.4191351,0.791194296,0.403102652,0.40982864,jute,18
0.60667158,0.257142857,0.16,0.43293171,0.804208529,0.408659395,0.473615065,jute,18
0.513337491,0.307142857,0.155,0.47112412,0.814630877,0.599553619,0.378868958,jute,18
0.440003563,0.378571429,0.15,0.407464824,0.760544924,0.593571672,0.455948859,jute,18
0.413336681,0.385714286,0.18,0.425724738,0.707261972,0.570797072,0.474277669,jute,18
0.546671094,0.214285714,0.15,0.460807161,0.848115279,0.590065966,0.433821878,jute,18
0.40666996,0.257142857,0.15,0.446373766,0.760693618,0.519135067,0.482548163,jute,18
0.660005345,0.371428571,0.165,0.441797345,0.791220924,0.443451506,0.382726788,jute,18
0.466670446,0.264285714,0.19,0.396510598,0.727937423,0.467096804,0.384652209,jute,18
0.600004859,0.385714286,0.15,0.426456224,0.881869862,0.558831492,0.430394589,jute,18
0.486670608,0.271428571,0.185,0.490934065,0.743572915,0.436360806,0.378830448,jute,18
0.446670284,0.292857143,0.195,0.497604532,0.745861147,0.558069589,0.37654011,jute,18
0.560004535,0.228571429,0.185,0.460886783,0.780043067,0.495513879,0.417103699,jute,18
0.480003887,0.257142857,0.155,0.422237698,0.773485327,0.41724001,0.434667122,jute,18
0.473337167,0.364285714,0.16,0.397077802,0.839231817,0.464478498,0.432749691,jute,18
0.426670122,0.342857143,0.165,0.481530717,0.749438592,0.521062865,0.451253823,jute,18
0.433336843,0.35,0.17,0.412621686,0.663559182,0.56292827,0.392171206,jute,18
0.40000324,0.378571429,0.16,0.478634543,0.756533264,0.398509321,0.421057554,jute,18
0.573337977,0.242857143,0.19,0.478829485,0.664598237,0.455232526,0.475817307,jute,18
0.600004859,0.321428571,0.195,0.500135363,0.690838041,0.427451304,0.421012919,jute,18
0.60667158,0.235714286,0.155,0.489266652,0.73384018,0.588237533,0.386510392,jute,18
0.580004697,0.307142857,0.165,0.414415368,0.777777283,0.568727986,0.468751628,jute,18
0.480003887,0.257142857,0.155,0.488854446,0.846622589,0.398291008,0.374158794,jute,18
0.473337167,0.35,0.15,0.492479872,0.661334099,0.591932262,0.49161523,jute,18
0.546671094,0.292857143,0.18,0.400847225,0.764432088,0.478503814,0.461143565,jute,18
0.473337167,0.335714286,0.19,0.487945138,0.696379414,0.502006831,0.44325919,jute,18
0.533337653,0.271428571,0.19,0.41363476,0.701118417,0.390309125,0.423984151,jute,18
0.513337491,0.357142857,0.19,0.460960575,0.720153213,0.491234976,0.477371613,jute,18
0.633338463,0.371428571,0.18,0.39875284,0.692784852,0.455630558,0.454702259,jute,18
0.420003402,0.3,0.15,0.502053569,0.872437679,0.610856782,0.477786371,jute,18
0.620005021,0.271428571,0.165,0.408857355,0.838460893,0.541585899,0.367204345,jute,18
0.580004697,0.278571429,0.19,0.416047812,0.846039081,0.499813955,0.436325054,jute,18
0.586671418,0.335714286,0.17,0.417541641,0.860951541,0.524926075,0.378417402,jute,18
0.600004859,0.242857143,0.16,0.442023008,0.786486204,0.521950258,0.469958799,jute,18
0.600004859,0.242857143,0.19,0.431877709,0.793479848,0.507686062,0.470414507,jute,18
0.560004535,0.235714286,0.19,0.490674378,0.694726672,0.584234964,0.390228655,jute,18
0.086667369,0.392857143,0.1,0.22977205,0.073918801,0.339207551,0.311514285,kidneybeans,19
0.166668016,0.464285714,0.055,0.298826404,0.054225861,0.35060125,0.256031031,kidneybeans,19
0.20666834,0.357142857,0.085,0.389470644,0.082598106,0.368319585,0.263292306,kidneybeans,19
0.266668826,0.421428571,0.055,0.210322489,0.116434359,0.376640313,0.342211358,kidneybeans,19
0.013333441,0.4,0.075,0.368079467,0.102228288,0.381140806,0.180729493,kidneybeans,19
0.173334737,0.428571429,0.085,0.249432095,0.052699787,0.380259422,0.349120173,kidneybeans,19
0.113334251,0.371428571,0.08,0.305715673,0.070655515,0.355263102,0.140893891,kidneybeans,19
0.173334737,0.535714286,0.065,0.290265937,0.105855397,0.32288646,0.252023982,kidneybeans,19
0.113334251,0.385714286,0.06,0.265152506,0.106961378,0.339811947,0.323482152,kidneybeans,19
0.180001458,0.385714286,0.085,0.359009676,0.10436747,0.356031991,0.31608517,kidneybeans,19
0.186668178,0.378571429,0.095,0.301377622,0.046932092,0.348883372,0.350804335,kidneybeans,19
0.166668016,0.371428571,0.07,0.230253139,0.065465821,0.320631738,0.209502115,kidneybeans,19
0.186668178,0.535714286,0.06,0.298476268,0.051480777,0.358405285,0.35180179,kidneybeans,19
0.166668016,0.392857143,0.085,0.3540283,0.080727978,0.370510937,0.326991218,kidneybeans,19
0.080000648,0.521428571,0.09,0.200143936,0.052099998,0.387751321,0.209678698,kidneybeans,19
0.040000324,0.514285714,0.1,0.325833094,0.117865321,0.35581215,0.162985265,kidneybeans,19
0.146667854,0.528571429,0.06,0.348306138,0.071599778,0.374402935,0.281776897,kidneybeans,19
0.180001458,0.535714286,0.05,0.283240154,0.081098024,0.355134441,0.204998188,kidneybeans,19
0.066667207,0.357142857,0.09,0.341782281,0.062709392,0.345779743,0.334161607,kidneybeans,19
0.153334575,0.428571429,0.075,0.393048224,0.095271896,0.362218536,0.261120503,kidneybeans,19
0.126667693,0.521428571,0.055,0.326997989,0.10319494,0.382993983,0.158118679,kidneybeans,19
0.126667693,0.428571429,0.1,0.256272921,0.047065693,0.329740675,0.353406935,kidneybeans,19
0.146667854,0.464285714,0.07,0.260205464,0.079529342,0.312714912,0.162506822,kidneybeans,19
0.246668664,0.421428571,0.085,0.239309045,0.053271061,0.380992862,0.295508815,kidneybeans,19
0.073333927,0.471428571,0.06,0.306689873,0.084157697,0.348612361,0.196044587,kidneybeans,19
0.120000972,0.528571429,0.075,0.316530935,0.104710949,0.368968948,0.340641332,kidneybeans,19
0.140001134,0.414285714,0.06,0.192084455,0.057996345,0.384928676,0.261058956,kidneybeans,19
0.160001296,0.535714286,0.085,0.218016425,0.057368803,0.331435379,0.231739361,kidneybeans,19
0.226668502,0.392857143,0.085,0.244273812,0.045430912,0.331316849,0.241617013,kidneybeans,19
0.106667531,0.5,0.08,0.267646944,0.10915888,0.338158257,0.207106717,kidneybeans,19
0.113334251,0.514285714,0.09,0.433697042,0.076483229,0.336733547,0.149192752,kidneybeans,19
0.246668664,0.478571429,0.065,0.277854411,0.119932656,0.345159089,0.253629556,kidneybeans,19
0.266668826,0.485714286,0.075,0.352976061,0.070691336,0.358699927,0.141448729,kidneybeans,19
0.060000486,0.514285714,0.06,0.312344959,0.118902061,0.354362858,0.255520168,kidneybeans,19
0.006666721,0.407142857,0.09,0.182733465,0.048017409,0.327052168,0.338812035,kidneybeans,19
0.220001782,0.385714286,0.085,0.38197491,0.085565764,0.379800729,0.296645146,kidneybeans,19
0.153334575,0.385714286,0.07,0.363818169,0.123812842,0.365034394,0.314829028,kidneybeans,19
0.040000324,0.407142857,0.085,0.323591138,0.044721895,0.360686875,0.291735424,kidneybeans,19
0.166668016,0.414285714,0.075,0.192424824,0.080334249,0.310752977,0.227678714,kidneybeans,19
0.046667045,0.528571429,0.09,0.298875934,0.063329037,0.360307258,0.231450584,kidneybeans,19
0.053333765,0.478571429,0.06,0.324776755,0.064081489,0.343168088,0.209203109,kidneybeans,19
0.180001458,0.421428571,0.05,0.313369859,0.123451583,0.312607956,0.336800201,kidneybeans,19
0.186668178,0.435714286,0.09,0.351495943,0.116590694,0.387445997,0.292344492,kidneybeans,19
0.213335061,0.371428571,0.065,0.185577879,0.110779022,0.340677334,0.258628811,kidneybeans,19
0.180001458,0.364285714,0.085,0.306671967,0.075150293,0.362074045,0.261817363,kidneybeans,19
0.113334251,0.514285714,0.095,0.330198382,0.054510613,0.3209325,0.26276987,kidneybeans,19
0,0.428571429,0.05,0.404625598,0.10455484,0.332903678,0.229382085,kidneybeans,19
0.086667369,0.478571429,0.08,0.428386778,0.078962878,0.360236433,0.139261545,kidneybeans,19
0.226668502,0.392857143,0.09,0.312400463,0.12494017,0.335052765,0.240042348,kidneybeans,19
0.060000486,0.535714286,0.07,0.358858153,0.05030455,0.379562237,0.303508432,kidneybeans,19
0.073333927,0.478571429,0.075,0.295716769,0.124431306,0.380450449,0.273702445,kidneybeans,19
0.020000162,0.442857143,0.095,0.226005256,0.065899707,0.313533685,0.248259343,kidneybeans,19
0.233335223,0.457142857,0.09,0.220123281,0.124929894,0.322480367,0.177719304,kidneybeans,19
0.020000162,0.514285714,0.1,0.442980917,0.100736881,0.327107649,0.144170566,kidneybeans,19
0.153334575,0.407142857,0.07,0.212656663,0.072287513,0.32730514,0.236819891,kidneybeans,19
0.146667854,0.471428571,0.06,0.257862322,0.059812476,0.311732126,0.259403495,kidneybeans,19
0.20666834,0.528571429,0.1,0.397077175,0.093922907,0.37280792,0.147133028,kidneybeans,19
0.226668502,0.385714286,0.065,0.402368098,0.090171075,0.348249999,0.208671753,kidneybeans,19
0.080000648,0.414285714,0.06,0.263555206,0.059707652,0.344055155,0.33725262,kidneybeans,19
0.180001458,0.364285714,0.075,0.288459479,0.072962972,0.316925436,0.227129055,kidneybeans,19
0.046667045,0.414285714,0.095,0.390606335,0.114044094,0.366056248,0.259506728,kidneybeans,19
0.160001296,0.442857143,0.085,0.31224295,0.100781317,0.328768383,0.251635852,kidneybeans,19
0.073333927,0.471428571,0.095,0.340443735,0.098679234,0.326867405,0.34533782,kidneybeans,19
0.246668664,0.492857143,0.05,0.445041624,0.046280989,0.32306637,0.145427331,kidneybeans,19
0.166668016,0.507142857,0.095,0.179829698,0.124302953,0.320400402,0.32944032,kidneybeans,19
0.226668502,0.435714286,0.06,0.276052526,0.081884264,0.370876633,0.303477129,kidneybeans,19
0.133334413,0.457142857,0.05,0.404098206,0.099312863,0.377800344,0.258701444,kidneybeans,19
0.246668664,0.428571429,0.055,0.387305969,0.054991235,0.338830689,0.14766685,kidneybeans,19
0.120000972,0.492857143,0.05,0.444488177,0.093510843,0.342690162,0.357670072,kidneybeans,19
0.026666883,0.442857143,0.1,0.413621913,0.11779128,0.379981889,0.289681791,kidneybeans,19
0.246668664,0.364285714,0.1,0.365762086,0.062352557,0.35301452,0.307636711,kidneybeans,19
0.033333603,0.385714286,0.05,0.277820682,0.069101203,0.383733974,0.326525443,kidneybeans,19
0.073333927,0.4,0.08,0.270863807,0.10224686,0.315278623,0.329456144,kidneybeans,19
0.146667854,0.535714286,0.075,0.392106542,0.053779757,0.33665544,0.240216913,kidneybeans,19
0.080000648,0.4,0.07,0.290446456,0.115262033,0.33450409,0.160132675,kidneybeans,19
0.033333603,0.492857143,0.08,0.20510539,0.082812813,0.324547724,0.156225515,kidneybeans,19
0.180001458,0.457142857,0.085,0.251324658,0.12422223,0.377518353,0.161739819,kidneybeans,19
0.20666834,0.5,0.065,0.183630076,0.08374439,0.360705121,0.21176042,kidneybeans,19
0.240001944,0.45,0.075,0.227674197,0.110970454,0.366960036,0.193887444,kidneybeans,19
0.033333603,0.428571429,0.055,0.345631378,0.049305693,0.367320023,0.262977529,kidneybeans,19
0.213335061,0.528571429,0.05,0.416994861,0.075677447,0.342353103,0.193299362,kidneybeans,19
0.073333927,0.521428571,0.085,0.416676017,0.098977298,0.378797249,0.271998746,kidneybeans,19
0,0.357142857,0.085,0.391493407,0.073732051,0.375101094,0.351046073,kidneybeans,19
0.093334089,0.385714286,0.05,0.346283739,0.100944527,0.35368872,0.35762482,kidneybeans,19
0.193334899,0.45,0.09,0.424037473,0.058565102,0.361198404,0.282313409,kidneybeans,19
0.213335061,0.45,0.07,0.436879154,0.045783445,0.312500166,0.36595917,kidneybeans,19
0.113334251,0.421428571,0.06,0.337182013,0.124581667,0.33558837,0.302278459,kidneybeans,19
0.086667369,0.457142857,0.07,0.234513808,0.067175785,0.366878305,0.278428582,kidneybeans,19
0.093334089,0.442857143,0.085,0.414691018,0.1224342,0.329677506,0.201000474,kidneybeans,19
0.060000486,0.457142857,0.075,0.289740012,0.113205421,0.324525484,0.314271264,kidneybeans,19
0.133334413,0.485714286,0.085,0.19938253,0.094173722,0.384359277,0.316919483,kidneybeans,19
0.266668826,0.521428571,0.075,0.286412975,0.076701427,0.336604982,0.1896274,kidneybeans,19
0.180001458,0.478571429,0.09,0.306958493,0.087968069,0.382123305,0.148765621,kidneybeans,19
0.093334089,0.442857143,0.05,0.296864136,0.121489424,0.339844225,0.339475636,kidneybeans,19
0.046667045,0.364285714,0.065,0.262301532,0.117477788,0.341135856,0.17946323,kidneybeans,19
0.180001458,0.428571429,0.065,0.311963577,0.10456955,0.325065211,0.172425093,kidneybeans,19
0.20000162,0.414285714,0.055,0.408589532,0.089198319,0.314315061,0.241431275,kidneybeans,19
0.246668664,0.464285714,0.1,0.301497711,0.124067415,0.359957954,0.199536189,kidneybeans,19
0.180001458,0.414285714,0.07,0.334748252,0.080845827,0.319959773,0.324017642,kidneybeans,19
0.146667854,0.392857143,0.095,0.27525881,0.069862854,0.330606618,0.250703042,kidneybeans,19
0.213335061,0.507142857,0.05,0.531516195,0.57433231,0.637502663,0.096395396,lentil,20
0.086667369,0.4,0.085,0.293465863,0.571762658,0.65689857,0.105196247,lentil,20
0.253335385,0.392857143,0.075,0.581187433,0.540981649,0.619946343,0.105128404,lentil,20
0.073333927,0.492857143,0.06,0.346628767,0.649281736,0.486617043,0.104699581,lentil,20
0.246668664,0.471428571,0.055,0.482724041,0.632904492,0.594076224,0.103440381,lentil,20
0.193334899,0.471428571,0.065,0.369054071,0.558477704,0.451871888,0.122007978,lentil,20
0.013333441,0.478571429,0.065,0.490722998,0.544947854,0.673676402,0.115483081,lentil,20
0.040000324,0.385714286,0.08,0.491103121,0.605149085,0.409692843,0.115530812,lentil,20
0.086667369,0.421428571,0.075,0.28499886,0.563569373,0.47988435,0.07894119,lentil,20
0.053333765,0.378571429,0.06,0.550901364,0.640331323,0.588040227,0.075608685,lentil,20
0.040000324,0.514285714,0.075,0.468923855,0.536816498,0.397110336,0.111054627,lentil,20
0.013333441,0.5,0.085,0.416541958,0.554384312,0.490464552,0.119704923,lentil,20
0.020000162,0.457142857,0.09,0.548727196,0.570720079,0.590110226,0.095387524,lentil,20
0.180001458,0.535714286,0.095,0.541720087,0.554215993,0.670331492,0.110751319,lentil,20
0.260002106,0.521428571,0.05,0.346384294,0.563873735,0.376440449,0.09240271,lentil,20
0.266668826,0.528571429,0.06,0.34007996,0.570709063,0.450820955,0.084639444,lentil,20
0.246668664,0.407142857,0.085,0.420071232,0.552463719,0.605379329,0.11267033,lentil,20
0.20666834,0.392857143,0.095,0.458343259,0.601844424,0.655888292,0.118091565,lentil,20
0.146667854,0.442857143,0.085,0.558571565,0.585922113,0.617568481,0.125740684,lentil,20
0.020000162,0.521428571,0.065,0.314831689,0.634454741,0.526003069,0.115498848,lentil,20
0.026666883,0.535714286,0.055,0.563151934,0.627072404,0.61228885,0.100385321,lentil,20
0.086667369,0.4,0.095,0.261866401,0.646552403,0.641514905,0.111682364,lentil,20
0.080000648,0.435714286,0.075,0.513900612,0.573397304,0.595826325,0.099116272,lentil,20
0.026666883,0.4,0.08,0.442748091,0.534594942,0.504709514,0.110128596,lentil,20
0.060000486,0.392857143,0.08,0.583838892,0.618832687,0.624699308,0.088827329,lentil,20
0.120000972,0.435714286,0.085,0.471479447,0.621607065,0.442064894,0.107895153,lentil,20
0.213335061,0.364285714,0.065,0.310217282,0.601695117,0.564589137,0.103225008,lentil,20
0.040000324,0.478571429,0.05,0.391710447,0.611784651,0.647777074,0.124603161,lentil,20
0.10000081,0.514285714,0.075,0.450792943,0.61432099,0.605721927,0.110793096,lentil,20
0,0.428571429,0.095,0.543799486,0.562063479,0.674419204,0.121194835,lentil,20
0.20000162,0.528571429,0.085,0.261585111,0.644165833,0.42757692,0.109689207,lentil,20
0.020000162,0.414285714,0.055,0.430024862,0.547348483,0.523165217,0.121180029,lentil,20
0.013333441,0.521428571,0.09,0.345375963,0.608639744,0.593399936,0.101635887,lentil,20
0.066667207,0.521428571,0.065,0.268600454,0.565098595,0.434226695,0.098220367,lentil,20
0.093334089,0.442857143,0.1,0.455091045,0.54356182,0.581058007,0.111638238,lentil,20
0.260002106,0.428571429,0.09,0.459168587,0.639978282,0.650231251,0.090488737,lentil,20
0.126667693,0.478571429,0.05,0.553203672,0.647384832,0.526567591,0.098239188,lentil,20
0.120000972,0.371428571,0.08,0.512856884,0.5794791,0.412289912,0.111891666,lentil,20
0.20666834,0.378571429,0.05,0.538906845,0.535801551,0.414146643,0.101481437,lentil,20
0.186668178,0.378571429,0.1,0.515767125,0.557421082,0.522039044,0.082341,lentil,20
0.033333603,0.428571429,0.07,0.261393262,0.628052135,0.540190757,0.110191001,lentil,20
0.106667531,0.428571429,0.07,0.519366208,0.641981315,0.550267762,0.094788421,lentil,20
0.226668502,0.428571429,0.07,0.404019134,0.571090846,0.379084233,0.101576608,lentil,20
0.093334089,0.457142857,0.07,0.335361607,0.57646992,0.580794134,0.11930334,lentil,20
0.146667854,0.357142857,0.055,0.413804919,0.62721744,0.468336976,0.112564404,lentil,20
0.160001296,0.4,0.06,0.381830422,0.597046982,0.424319306,0.083589848,lentil,20
0.013333441,0.528571429,0.05,0.351382238,0.597359908,0.622133866,0.077120907,lentil,20
0.173334737,0.414285714,0.06,0.582025523,0.600375912,0.535826911,0.100445952,lentil,20
0.180001458,0.4,0.05,0.454489003,0.616346108,0.537032781,0.109017534,lentil,20
0.160001296,0.464285714,0.055,0.452098298,0.637726433,0.473269396,0.075306112,lentil,20
0.086667369,0.492857143,0.1,0.4228786,0.546307514,0.459830583,0.098620953,lentil,20
0.040000324,0.421428571,0.09,0.401141353,0.619898494,0.553705191,0.078224923,lentil,20
0.080000648,0.378571429,0.09,0.357194013,0.57313104,0.507024504,0.114322472,lentil,20
0.213335061,0.528571429,0.085,0.519087111,0.573908732,0.375050475,0.124318613,lentil,20
0.040000324,0.45,0.065,0.430254275,0.562744285,0.498665642,0.106283825,lentil,20
0.066667207,0.528571429,0.075,0.446680295,0.613959237,0.447119411,0.083360777,lentil,20
0.253335385,0.514285714,0.085,0.536583494,0.64219283,0.436762698,0.076151056,lentil,20
0.113334251,0.492857143,0.06,0.47563647,0.64502291,0.604705115,0.08057421,lentil,20
0.173334737,0.45,0.095,0.531432149,0.581084537,0.622079026,0.080686438,lentil,20
0.153334575,0.5,0.06,0.44367741,0.580212306,0.574359191,0.108870479,lentil,20
0.213335061,0.521428571,0.085,0.41870097,0.561006881,0.544650215,0.121863132,lentil,20
0.126667693,0.528571429,0.07,0.310584109,0.624073238,0.493365985,0.095222583,lentil,20
0.146667854,0.392857143,0.065,0.297650546,0.54853531,0.503741456,0.092373041,lentil,20
0.186668178,0.457142857,0.055,0.579028298,0.606935924,0.473164724,0.076983233,lentil,20
0.006666721,0.442857143,0.08,0.516858827,0.539790186,0.473820363,0.108322003,lentil,20
0.080000648,0.442857143,0.09,0.464541965,0.570262477,0.479021132,0.101814957,lentil,20
0.240001944,0.442857143,0.075,0.319727803,0.539075331,0.531743407,0.121625016,lentil,20
0.186668178,0.464285714,0.08,0.457946257,0.539351494,0.611572999,0.085818686,lentil,20
0.080000648,0.471428571,0.07,0.444687628,0.54185584,0.565733637,0.093454768,lentil,20
0.146667854,0.45,0.055,0.521935012,0.570962929,0.659680902,0.081455092,lentil,20
0.173334737,0.435714286,0.085,0.255425599,0.59305776,0.434771379,0.117150644,lentil,20
0.106667531,0.428571429,0.055,0.257234109,0.562207574,0.400285588,0.114778032,lentil,20
0.093334089,0.385714286,0.085,0.414731608,0.625655181,0.50726014,0.10538869,lentil,20
0.220001782,0.385714286,0.07,0.397199079,0.56557369,0.643243263,0.112090356,lentil,20
0.140001134,0.414285714,0.06,0.449632509,0.62888934,0.475080676,0.091573308,lentil,20
0,0.457142857,0.08,0.471185821,0.555497245,0.5548963,0.079481834,lentil,20
0.066667207,0.5,0.06,0.265787263,0.627472388,0.657421461,0.085378248,lentil,20
0.20000162,0.4,0.065,0.506567833,0.615489947,0.412580195,0.119580325,lentil,20
0,0.492857143,0.06,0.401089001,0.586079484,0.581032575,0.105661979,lentil,20
0.233335223,0.492857143,0.085,0.494787662,0.568155044,0.527834348,0.095165973,lentil,20
0.046667045,0.414285714,0.095,0.296691158,0.585467423,0.515358377,0.120944959,lentil,20
0.060000486,0.364285714,0.06,0.47858941,0.612530543,0.428777676,0.104313224,lentil,20
0.093334089,0.492857143,0.05,0.530088766,0.598575952,0.46471653,0.113074234,lentil,20
0.093334089,0.507142857,0.075,0.559379821,0.558101954,0.550161148,0.079021429,lentil,20
0.240001944,0.428571429,0.055,0.46685693,0.581497603,0.65117278,0.11365764,lentil,20
0.186668178,0.442857143,0.08,0.358629545,0.577048128,0.427075798,0.104670228,lentil,20
0.186668178,0.528571429,0.055,0.439033155,0.536663841,0.396158398,0.121141926,lentil,20
0.266668826,0.4,0.085,0.335182812,0.601309303,0.543900415,0.098628142,lentil,20
0.066667207,0.464285714,0.07,0.442984294,0.638284103,0.585921779,0.09196843,lentil,20
0.080000648,0.535714286,0.07,0.361739265,0.594377993,0.382133725,0.078010375,lentil,20
0.246668664,0.514285714,0.075,0.472970024,0.635070054,0.556075506,0.115819118,lentil,20
0,0.442857143,0.085,0.580437963,0.643258032,0.480386237,0.117189621,lentil,20
0.046667045,0.485714286,0.1,0.516872713,0.570064831,0.588352286,0.101084129,lentil,20
0.066667207,0.364285714,0.065,0.529988567,0.634341396,0.594425543,0.103358087,lentil,20
0.260002106,0.464285714,0.05,0.330149331,0.579040106,0.445015998,0.107972949,lentil,20
0.173334737,0.364285714,0.085,0.393320667,0.538486264,0.545285283,0.119820343,lentil,20
0.060000486,0.514285714,0.06,0.354773807,0.575327822,0.4316994,0.083013361,lentil,20
0.026666883,0.385714286,0.07,0.481730549,0.622501763,0.640206158,0.089940926,lentil,20
0.226668502,0.485714286,0.05,0.335794756,0.578225465,0.641594812,0.121085294,lentil,20
0.220001782,0.514285714,0.05,0.416670382,0.607259602,0.668310102,0.089775563,lentil,20
0.473337167,0.35,0.055,0.381179559,0.576579762,0.349151469,0.208901196,maize,21
0.40666996,0.278571429,0.06,0.477569322,0.668539026,0.532943062,0.245658635,maize,21
0.533337653,0.271428571,0.055,0.407311053,0.668757659,0.490364929,0.155590594,maize,21
0.486670608,0.378571429,0.08,0.308154579,0.506503072,0.480738047,0.140214743,maize,21
0.40666996,0.235714286,0.075,0.266872427,0.56496636,0.383448889,0.152343244,maize,21
0.453337005,0.257142857,0.055,0.358048062,0.507968963,0.412743177,0.245202357,maize,21
0.620005021,0.257142857,0.06,0.464341664,0.60939567,0.395493083,0.25376491,maize,21
0.593338139,0.392857143,0.07,0.452459659,0.611566742,0.374616705,0.18434048,maize,21
0.50667077,0.278571429,0.06,0.320447933,0.563324188,0.365562422,0.151936896,maize,21
0.446670284,0.392857143,0.1,0.44498691,0.612686293,0.349204425,0.26326867,maize,21
0.466670446,0.278571429,0.07,0.400622689,0.690460057,0.365121496,0.225466297,maize,21
0.600004859,0.314285714,0.08,0.442735024,0.631024148,0.461526405,0.174175673,maize,21
0.413336681,0.335714286,0.055,0.37182605,0.520003269,0.538432851,0.148369832,maize,21
0.613338301,0.278571429,0.055,0.277892133,0.600811081,0.400946462,0.226643933,maize,21
0.440003563,0.35,0.08,0.452408863,0.53586634,0.375453524,0.169282875,maize,21
0.420003402,0.378571429,0.085,0.260655995,0.478503488,0.419883864,0.147998312,maize,21
0.466670446,0.3,0.06,0.436452341,0.655026058,0.481479279,0.250463704,maize,21
0.40666996,0.257142857,0.06,0.451081154,0.594905515,0.391449059,0.18083915,maize,21
0.440003563,0.342857143,0.07,0.394446301,0.53488388,0.393260466,0.152492621,maize,21
0.493337329,0.357142857,0.07,0.25502408,0.567283183,0.432965666,0.199973511,maize,21
0.513337491,0.371428571,0.08,0.445278192,0.694544758,0.473662708,0.188583092,maize,21
0.660005345,0.321428571,0.05,0.257699184,0.662936649,0.321683555,0.209706949,maize,21
0.493337329,0.364285714,0.085,0.261473452,0.611207934,0.516994091,0.191712227,maize,21
0.553337815,0.285714286,0.08,0.276673785,0.518961224,0.343912008,0.188614771,maize,21
0.666672066,0.307142857,0.055,0.467029986,0.617767489,0.318047041,0.175341634,maize,21
0.526670932,0.328571429,0.055,0.456497422,0.632655962,0.479211523,0.230956268,maize,21
0.626671742,0.242857143,0.065,0.41649847,0.504228936,0.371417594,0.247087585,maize,21
0.500004049,0.314285714,0.05,0.351381199,0.667772594,0.375331955,0.246213665,maize,21
0.520004211,0.307142857,0.085,0.394343141,0.569743416,0.324072877,0.165003196,maize,21
0.580004697,0.35,0.075,0.464213298,0.574019175,0.477683396,0.262290989,maize,21
0.580004697,0.214285714,0.1,0.348880018,0.570414779,0.415733017,0.153486398,maize,21
0.420003402,0.271428571,0.07,0.267957671,0.481408707,0.487867642,0.217081678,maize,21
0.560004535,0.371428571,0.1,0.379009511,0.626756515,0.464095023,0.149734181,maize,21
0.426670122,0.214285714,0.09,0.392425462,0.555631489,0.338335027,0.146262269,maize,21
0.40000324,0.292857143,0.085,0.4442135,0.599015145,0.485301369,0.20933263,maize,21
0.653338625,0.278571429,0.08,0.468489495,0.697866197,0.469606034,0.258902799,maize,21
0.500004049,0.364285714,0.065,0.292295725,0.561029403,0.340799039,0.140975549,maize,21
0.573337977,0.357142857,0.08,0.351542128,0.529335383,0.513064631,0.264625053,maize,21
0.653338625,0.214285714,0.065,0.413908463,0.706497782,0.427356238,0.219046205,maize,21
0.50667077,0.371428571,0.065,0.280732982,0.702962106,0.402463043,0.225378539,maize,21
0.660005345,0.364285714,0.06,0.42250997,0.686692241,0.424484353,0.166627089,maize,21
0.40000324,0.278571429,0.09,0.441478252,0.650702503,0.344900589,0.180950741,maize,21
0.493337329,0.307142857,0.06,0.354032062,0.536770239,0.455009357,0.16192028,maize,21
0.593338139,0.392857143,0.06,0.457534431,0.500992167,0.385547416,0.244224962,maize,21
0.460003725,0.328571429,0.09,0.370225775,0.683467224,0.512708043,0.256693619,maize,21
0.640005183,0.292857143,0.085,0.325045685,0.63852207,0.465789503,0.154511056,maize,21
0.40666996,0.392857143,0.05,0.443698785,0.635503406,0.429341637,0.217772185,maize,21
0.493337329,0.378571429,0.065,0.309954953,0.491028966,0.501147958,0.262781955,maize,21
0.493337329,0.271428571,0.09,0.473490127,0.555586023,0.438621214,0.238851688,maize,21
0.420003402,0.271428571,0.06,0.289265237,0.597339274,0.513617677,0.16724511,maize,21
0.660005345,0.221428571,0.075,0.324953866,0.595885142,0.492405422,0.18504906,maize,21
